rank,scholar_result_id,title,result_url,pdf_url,authors_source,year,snippet,cited_by_count,cited_by_url,versions_count,versions_url,related_url,source_page_start,source_page_url
128,gmG8tnqxIfgJ,In-N-On: Scaling Egocentric Manipulation with in-the-wild and on-task Data,https://arxiv.org/abs/2511.15704,https://arxiv.org/pdf/2511.15704,"X Cai, RZ Qiu, G Chen, L Wei, I Liu, T Huang… - arXiv preprint arXiv …, 2025 - arxiv.org",2025,"Egocentric videos are a valuable and scalable data source to learn manipulation policies. However, due to significant data heterogeneity, most existing approaches utilize human data …",12,"https://scholar.google.com/scholar?cites=17879767136247505282&as_sdt=2005&sciodt=0,5&hl=ko",3,"https://scholar.google.com/scholar?cluster=17879767136247505282&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:gmG8tnqxIfgJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",120,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=120
129,PKS8tDSNS0wJ,Evovla: Self-evolving vision-language-action model,https://arxiv.org/abs/2511.16166,https://arxiv.org/pdf/2511.16166,"Z Liu, Z Yang, Z Zhang, H Tang - arXiv preprint arXiv:2511.16166, 2025 - arxiv.org",2025,Long-horizon robotic manipulation remains challenging for Vision-Language-Action (VLA) models despite recent progress in zero-shot generalization and simulation-to-real-world …,3,"https://scholar.google.com/scholar?cites=5497643027645899836&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=5497643027645899836&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:PKS8tDSNS0wJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",120,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=120
130,cMmRgLfJ23MJ,METIS: Multi-Source Egocentric Training for Integrated Dexterous Vision-Language-Action Model,https://arxiv.org/abs/2511.17366,https://arxiv.org/pdf/2511.17366,"Y Fu, N Chen, J Zhao, S Shan, G Yao, P Wang… - arXiv preprint arXiv …, 2025 - arxiv.org",2025,"Building a generalist robot that can perceive, reason, and act across diverse tasks remains an open challenge, especially for dexterous manipulation. A major bottleneck lies in the …",4,"https://scholar.google.com/scholar?cites=8348488124234582384&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=8348488124234582384&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:cMmRgLfJ23MJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",120,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=120
131,FGzsR_jZJUMJ,Hypervla: Efficient inference in vision-language-action models via hypernetworks,https://arxiv.org/abs/2510.04898,https://arxiv.org/pdf/2510.04898,"Z Xiong, K Li, Z Wang, M Jackson, J Foerster… - arXiv preprint arXiv …, 2025 - arxiv.org",2025,"Built upon language and vision foundation models with strong generalization ability and trained on large-scale robotic data, Vision-Language-Action (VLA) models have recently …",3,"https://scholar.google.com/scholar?cites=4838513035061259284&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=4838513035061259284&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:FGzsR_jZJUMJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",130,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=130
132,UKMALbPKbaMJ,Pixelvla: Advancing pixel-level understanding in vision-language-action model,https://arxiv.org/abs/2511.01571,https://arxiv.org/pdf/2511.01571,"W Liang, G Sun, Y He, J Dong, S Dai, I Laptev… - arXiv preprint arXiv …, 2025 - arxiv.org",2025,"Vision-Language-Action models (VLAs) are emerging as powerful tools for learning generalizable visuomotor control policies. However, current VLAs are mostly trained on …",7,"https://scholar.google.com/scholar?cites=11776291471546688336&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=11776291471546688336&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:UKMALbPKbaMJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",130,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=130
133,pViTkqT7S08J,Worldagen: Unified state-action prediction with test-time world model training,https://ojs.aaai.org/index.php/AAAI/article/view/38925,https://ojs.aaai.org/index.php/AAAI/article/view/38925/42887,"C Wan, K Wang, Y Si, P Zhang, M Li - Proceedings of the AAAI …, 2026 - ojs.aaai.org",2026,How can vision-language-action (VLA) models adapt to new environments where world dynamics shift? While recent research has combined world modeling and action prediction …,1,"https://scholar.google.com/scholar?cites=5713937236501944485&as_sdt=2005&sciodt=0,5&hl=ko",,,"https://scholar.google.com/scholar?q=related:pViTkqT7S08J:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",130,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=130
134,YkjCCOw4IWUJ,MetaSym: A Symplectic Meta-learning Framework for Physical Intelligence,https://arxiv.org/abs/2502.16667,https://arxiv.org/pdf/2502.16667,"P Vaidhyanathan, A Papatheodorou… - arXiv preprint arXiv …, 2025 - arxiv.org",2025,Scalable and generalizable physics-aware deep learning has long been considered a significant challenge with various applications across diverse domains ranging from robotics …,3,"https://scholar.google.com/scholar?cites=7287168258472560738&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=7287168258472560738&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:YkjCCOw4IWUJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",130,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=130
135,Xd-40sOCBhoJ,VLA-Arena: An Open-Source Framework for Benchmarking Vision-Language-Action Models,https://arxiv.org/abs/2512.22539,https://arxiv.org/pdf/2512.22539,"B Zhang, J Li, J Shen, Y Cai, Y Zhang, Y Chen… - arXiv preprint arXiv …, 2025 - arxiv.org",2025,"While Vision-Language-Action models (VLAs) are rapidly advancing towards generalist robot policies, it remains difficult to quantitatively understand their limits and failure modes …",11,"https://scholar.google.com/scholar?cites=1875330072411955037&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=1875330072411955037&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:Xd-40sOCBhoJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",130,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=130
136,qi7mFK4d-54J,Actioncodec: What makes for good action tokenizers,https://arxiv.org/abs/2602.15397,https://arxiv.org/pdf/2602.15397,"Z Dong, Y Liu, S Zhang, B Ye, Y Yuan, F Ni… - arXiv preprint arXiv …, 2026 - arxiv.org",2026,Vision-Language-Action (VLA) models leveraging the native autoregressive paradigm of Vision-Language Models (VLMs) have demonstrated superior instruction-following and …,2,"https://scholar.google.com/scholar?cites=11455782710659133098&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=11455782710659133098&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:qi7mFK4d-54J:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",130,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=130
137,wKH_0hmyjFkJ,HiMoE-VLA: Hierarchical Mixture-of-Experts for Generalist Vision-Language-Action Policies,https://arxiv.org/abs/2512.05693,https://arxiv.org/pdf/2512.05693,"Z Du, B Liu, Y Liang, Y Shen, H Cao, X Zheng… - arXiv preprint arXiv …, 2025 - arxiv.org",2025,"The development of foundation models for embodied intelligence critically depends on access to large-scale, high-quality robot demonstration data. Recent approaches have …",3,"https://scholar.google.com/scholar?cites=6452728190098973120&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=6452728190098973120&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:wKH_0hmyjFkJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",130,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=130
138,uFEAJVus2HAJ,ELMUR: External Layer Memory with Update/Rewrite for Long-Horizon RL,https://arxiv.org/abs/2510.07151,https://arxiv.org/pdf/2510.07151,"E Cherepanov, AK Kovalev, AI Panov - arXiv preprint arXiv:2510.07151, 2025 - arxiv.org",2025,"Real-world robotic agents must act under partial observability and long horizons, where key cues may appear long before they affect decision making. However, most modern …",5,"https://scholar.google.com/scholar?cites=8131438634680209848&as_sdt=2005&sciodt=0,5&hl=ko",4,"https://scholar.google.com/scholar?cluster=8131438634680209848&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:uFEAJVus2HAJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",130,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=130
139,BWSl3RHSh08J,VLA-Pruner: Temporal-Aware Dual-Level Visual Token Pruning for Efficient Vision-Language-Action Inference,https://arxiv.org/abs/2511.16449,https://arxiv.org/pdf/2511.16449,"Z Liu, Y Chen, H Cai, T Lin, S Yang, Z Liu… - arXiv preprint arXiv …, 2025 - arxiv.org",2025,"Vision-Language-Action (VLA) models have shown great promise for embodied AI, yet the heavy computational cost of processing continuous visual streams severely limits their real …",3,"https://scholar.google.com/scholar?cites=5730780025027126277&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=5730780025027126277&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:BWSl3RHSh08J:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",130,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=130
140,o9AE7J_vg34J,Hybrid Training for Vision-Language-Action Models,https://arxiv.org/abs/2510.00600,https://arxiv.org/pdf/2510.00600,"P Mazzaglia, C Sancaktar, M Peschl… - arXiv preprint arXiv …, 2025 - arxiv.org",2025,"Using Large Language Models to produce intermediate thoughts, aka Chain-of-thought (CoT), before providing an answer has been a successful recipe for solving complex …",2,"https://scholar.google.com/scholar?cites=9116393540866592931&as_sdt=2005&sciodt=0,5&hl=ko",3,"https://scholar.google.com/scholar?cluster=9116393540866592931&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:o9AE7J_vg34J:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",130,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=130
141,fsZIlasXChcJ,Vla-0: Building state-of-the-art vlas with zero modification,https://arxiv.org/abs/2510.13054,https://arxiv.org/pdf/2510.13054,"A Goyal, H Hadfield, X Yang, V Blukis… - arXiv preprint arXiv …, 2025 - arxiv.org",2025,"Vision-Language-Action models (VLAs) hold immense promise for enabling generalist robot manipulation. However, the best way to build them remains an open question. Current …",24,"https://scholar.google.com/scholar?cites=1660165438350870142&as_sdt=2005&sciodt=0,5&hl=ko",3,"https://scholar.google.com/scholar?cluster=1660165438350870142&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:fsZIlasXChcJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",140,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=140
142,IHeG67D19ikJ,Dit4dit: Jointly modeling video dynamics and actions for generalizable robot control,https://arxiv.org/abs/2603.10448,https://arxiv.org/pdf/2603.10448,"T Ma, J Zheng, Z Wang, C Jiang, A Cui, J Liang… - arXiv preprint arXiv …, 2026 - arxiv.org",2026,"Vision-Language-Action (VLA) models have emerged as a promising paradigm for robot learning, but their representations are still largely inherited from static image-text pretraining …",2,"https://scholar.google.com/scholar?cites=3023874340040374048&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=3023874340040374048&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:IHeG67D19ikJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",140,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=140
143,yHunlGMTjkgJ,Robot-dift: Distilling diffusion features for geometrically consistent visuomotor control,https://arxiv.org/abs/2602.11934,https://arxiv.org/pdf/2602.11934,"Y Deng, Y Jin, X Jia, J Xue, G Neumann… - arXiv preprint arXiv …, 2026 - arxiv.org",2026,"We hypothesize that a key bottleneck in generalizable robot manipulation is not solely data scale or policy capacity, but a structural mismatch between current visual backbones and the …",2,"https://scholar.google.com/scholar?cites=5228137535840418760&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=5228137535840418760&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:yHunlGMTjkgJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",140,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=140
144,nRse0ePON6gJ,H-wm: Robotic task and motion planning guided by hierarchical world model,https://arxiv.org/abs/2602.11291,https://arxiv.org/pdf/2602.11291,"J Huang, W Chen, Z Li, O Pang, X Hu, L Zhang… - arXiv preprint arXiv …, 2026 - arxiv.org",2026,World models are becoming central to robotic planning and control as they enable prediction of future state transitions. Existing approaches often emphasize video generation …,2,"https://scholar.google.com/scholar?cites=12121384399952288669&as_sdt=2005&sciodt=0,5&hl=ko",5,"https://scholar.google.com/scholar?cluster=12121384399952288669&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:nRse0ePON6gJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",140,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=140
145,k8zjTzjET9QJ,Discovering Hierarchical Manipulation Concepts from Unlabeled Multi-Modal Data,https://proceedings.neurips.cc/paper_files/paper/2025/hash/97a9a4de4337c7a0ef2b603ca0fa1d6a-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2025/file/97a9a4de4337c7a0ef2b603ca0fa1d6a-Paper-Conference.pdf,"R Liu, P Zhou, Q Luo, L Sun, J Cen… - Advances in Neural …, 2026 - proceedings.neurips.cc",2026,Effective generalization in robotic manipulation requires representations that capture invariant patterns of interaction across environments and tasks. We present a self …,,,,,"https://scholar.google.com/scholar?q=related:k8zjTzjET9QJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",140,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=140
146,-_7k0Kofp5MJ,Future-vla: Forecasting unified trajectories under real-time execution,https://arxiv.org/abs/2602.15882,https://arxiv.org/pdf/2602.15882,"J Fan, Y Liu, S Li, B Ren, S Li, XP Zhang… - arXiv preprint arXiv …, 2026 - arxiv.org",2026,"General vision-language models increasingly support unified spatiotemporal reasoning over long video streams, yet deploying such capabilities on robots remains constrained by the …",2,"https://scholar.google.com/scholar?cites=10639507463195655931&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=10639507463195655931&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:-_7k0Kofp5MJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",140,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=140
147,ml8FDiqsXcMJ,AR-VLA: True Autoregressive Action Expert for Vision-Language-Action Models,https://arxiv.org/abs/2603.10126,https://arxiv.org/pdf/2603.10126,"Y Hu, JN Zaech, N Nikolov, Y Yao, S Dey… - arXiv preprint arXiv …, 2026 - arxiv.org",2026,We propose a standalone autoregressive (AR) Action Expert that generates actions as a continuous causal sequence while conditioning on refreshable vision-language prefixes. In …,1,"https://scholar.google.com/scholar?cites=14077597306853875610&as_sdt=2005&sciodt=0,5&hl=ko",,,"https://scholar.google.com/scholar?q=related:ml8FDiqsXcMJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",140,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=140
148,boityAc1pB0J,OXE-AugE: A Large-Scale Robot Augmentation of OXE for Scaling Cross-Embodiment Policy Learning,https://arxiv.org/abs/2512.13100,https://arxiv.org/pdf/2512.13100,"G Ji, H Polavaram, LY Chen, S Bajamahal, Z Ma… - arXiv preprint arXiv …, 2025 - arxiv.org",2025,Large and diverse datasets are needed for training generalist robot policies that have potential to control a variety of robot embodiments--robot arm and gripper combinations …,2,"https://scholar.google.com/scholar?cites=2135890430828316782&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=2135890430828316782&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:boityAc1pB0J:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",140,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=140
149,rDmHiCrTVbAJ,Embodied ai: A survey on the evolution from perceptive to behavioral intelligence,https://onlinelibrary.wiley.com/doi/abs/10.1002/smb2.70003,https://onlinelibrary.wiley.com/doi/pdf/10.1002/smb2.70003,"C Yifan, M Wei, X Wang, Y Liu, J Wang, H Song… - SmartBot, 2025 - Wiley Online Library",2025,"Creating intelligent beings like humans is a long‐standing goal in AI research, such as intelligent robots in science fiction. Classic AI technologies are disembodied, and insufficient …",16,"https://scholar.google.com/scholar?cites=12706294103328373164&as_sdt=2005&sciodt=0,5&hl=ko",,,"https://scholar.google.com/scholar?q=related:rDmHiCrTVbAJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",140,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=140
150,1pJiC1QTp2sJ,FutureVLA: Joint Visuomotor Prediction for Vision-Language-Action Model,https://arxiv.org/abs/2603.10712,https://arxiv.org/pdf/2603.10712,"X Xu, H Li, J Ye, Y Chen, J Zeng, X Chen, L Xu… - arXiv preprint arXiv …, 2026 - arxiv.org",2026,Predictive foresight is important to intelligent embodied agents. Since the motor execution of a robot is intrinsically constrained by its visual perception of environmental geometry …,1,"https://scholar.google.com/scholar?cites=7757190134858158806&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=7757190134858158806&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:1pJiC1QTp2sJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",140,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=140
151,Biyb5Tf8wCwJ,PVI: Plug-in Visual Injection for Vision-Language-Action Models,https://arxiv.org/abs/2603.12772,https://arxiv.org/pdf/2603.12772,"Z Zhang, S Zhang, X Xiong, J Zhang, Z Xie, J Xi… - arXiv preprint arXiv …, 2026 - arxiv.org",2026,VLA architectures that pair a pretrained VLM with a flow-matching action expert have emerged as a strong paradigm for language-conditioned manipulation. Yet the VLM …,1,"https://scholar.google.com/scholar?cites=3224854650202827782&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=3224854650202827782&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:Biyb5Tf8wCwJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",150,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=150
152,aPFn1oQiI9oJ,ROCKET: Residual-Oriented Multi-Layer Alignment for Spatially-Aware Vision-Language-Action Models,https://arxiv.org/abs/2602.17951,https://arxiv.org/pdf/2602.17951,"G Sun, T Du, K Feng, C Luo, X Ding, Z Shen… - arXiv preprint arXiv …, 2026 - arxiv.org",2026,"Vision-Language-Action (VLA) models enable instruction-following robotic manipulation, but they are typically pretrained on 2D data and lack 3D spatial understanding. An effective …",1,"https://scholar.google.com/scholar?cites=15718445078381326696&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=15718445078381326696&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:aPFn1oQiI9oJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",150,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=150
153,AZsTy5yqpFAJ,Expertise need not monopolize: Action-Specialized Mixture of Experts for Vision-Language-Action Learning,https://arxiv.org/abs/2510.14300,https://arxiv.org/pdf/2510.14300,"W Shen, Y Liu, Y Wu, Z Liang, S Gu, D Wang… - arXiv preprint arXiv …, 2025 - arxiv.org",2025,"Vision-Language-Action (VLA) models are experiencing rapid development and demonstrating promising capabilities in robotic manipulation tasks. However, scaling up …",3,"https://scholar.google.com/scholar?cites=5810957009613462273&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=5810957009613462273&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:AZsTy5yqpFAJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",150,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=150
154,Bi9l-4gkBAMJ,World2Act: Latent Action Post-Training via Skill-Compositional World Models,https://arxiv.org/abs/2603.10422,https://arxiv.org/pdf/2603.10422,"AD Vuong, T Van Vo, A Sohail, H Ding, L Ma… - arXiv preprint arXiv …, 2026 - arxiv.org",2026,World Models (WMs) have emerged as a promising approach for post-training Vision- Language-Action (VLA) policies to improve robustness and generalization under …,1,"https://scholar.google.com/scholar?cites=217338852772491014&as_sdt=2005&sciodt=0,5&hl=ko",,,"https://scholar.google.com/scholar?q=related:Bi9l-4gkBAMJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",150,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=150
155,p2KlAVZlju8J,OFlow: Injecting Object-Aware Temporal Flow Matching for Robust Robotic Manipulation,https://arxiv.org/abs/2604.17876,https://arxiv.org/pdf/2604.17876,"K Wang, K Fan, C Qiu, Z Shangguan, Y Fu, Y Fu… - arXiv preprint arXiv …, 2026 - arxiv.org",2026,"Robust robotic manipulation requires not only predicting how the scene evolves over time, but also recognizing task-relevant objects in complex scenes. However, existing VLA …",1,"https://scholar.google.com/scholar?cites=17261845841826898599&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=17261845841826898599&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:p2KlAVZlju8J:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",150,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=150
156,WPmVQHBcMV8J,Beyond Attention Magnitude: Leveraging Inter-layer Rank Consistency for Efficient Vision-Language-Action Models,https://arxiv.org/abs/2603.24941,https://arxiv.org/pdf/2603.24941,"P Liu, J Liu, X Qiu, X Huang - arXiv preprint arXiv:2603.24941, 2026 - arxiv.org",2026,Vision-Language-Action (VLA) models excel in robotic manipulation but suffer from significant inference latency due to processing dense visual tokens. Existing token reduction …,1,"https://scholar.google.com/scholar?cites=6859365344651639128&as_sdt=2005&sciodt=0,5&hl=ko",,,"https://scholar.google.com/scholar?q=related:WPmVQHBcMV8J:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",150,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=150
157,peeFIsogzU8J,Continually Evolving Skill Knowledge in Vision Language Action Model,https://arxiv.org/abs/2511.18085,https://arxiv.org/pdf/2511.18085,"Y Wu, G Wang, Z Yang, M Yao, B Sheil… - arXiv preprint arXiv …, 2025 - arxiv.org",2025,Developing general robot intelligence in open environments requires continual skill learning. Recent Vision-Language-Action (VLA) models leverage massive pretraining data …,7,"https://scholar.google.com/scholar?cites=5750288351756674981&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=5750288351756674981&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:peeFIsogzU8J:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",150,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=150
158,NH_heIjcnKoJ,Eva-VLA: Evaluating Vision-Language-Action Models' Robustness Under Real-World Physical Variations,https://arxiv.org/abs/2509.18953,https://arxiv.org/pdf/2509.18953,"H Liu, S Ruan, J Long, J Wu, J Hou, H Tang… - arXiv preprint arXiv …, 2025 - arxiv.org",2025,"Vision-Language-Action (VLA) models have emerged as promising solutions for robotic manipulation, yet their robustness to real-world physical variations remains critically …",2,"https://scholar.google.com/scholar?cites=12293943561516318516&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=12293943561516318516&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:NH_heIjcnKoJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",150,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=150
159,F9nMZenD8e0J,"Seeing to Act, Prompting to Specify: A Bayesian Factorization of Vision Language Action Policy",https://arxiv.org/abs/2512.11218,https://arxiv.org/pdf/2512.11218,"K Xu, Z Zhu, A Chen, S Zhao, Q Huang, Y Yang… - arXiv preprint arXiv …, 2025 - arxiv.org",2025,The pursuit of out-of-distribution generalization in Vision-Language-Action (VLA) models is often hindered by catastrophic forgetting of the Vision-Language Model (VLM) backbone …,7,"https://scholar.google.com/scholar?cites=17145700663578908951&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=17145700663578908951&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:F9nMZenD8e0J:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",150,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=150
