rank,scholar_result_id,title,result_url,pdf_url,authors_source,year,snippet,cited_by_count,cited_by_url,versions_count,versions_url,related_url,source_page_start,source_page_url
160,k4xbSKXTU9sJ,DySL-VLA: Efficient Vision-Language-Action Model Inference via Dynamic-Static Layer-Skipping for Robot Manipulation,https://arxiv.org/abs/2602.22896,https://arxiv.org/pdf/2602.22896,"Z Yang, Y Qi, T Xie, B Yu, S Liu, M Li - arXiv preprint arXiv:2602.22896, 2026 - arxiv.org",2026,Vision-Language-Action (VLA) models have shown remarkable success in robotic tasks like manipulation by fusing a language model's reasoning with a vision model's 3D …,2,"https://scholar.google.com/scholar?cites=15804208224210226323&as_sdt=2005&sciodt=0,5&hl=ko",,,"https://scholar.google.com/scholar?q=related:k4xbSKXTU9sJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",150,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=150
161,sGR7blSqglMJ,VLSA: Vision-Language-Action Models with Plug-and-Play Safety Constraint Layer,https://arxiv.org/abs/2512.11891,https://arxiv.org/pdf/2512.11891,"S Hu, Z Liu, S Liu, J Cen, Z Meng, X He - arXiv preprint arXiv:2512.11891, 2025 - arxiv.org",2025,"Vision-Language-Action (VLA) models have demonstrated remarkable capabilities in generalizing across diverse robotic manipulation tasks. However, deploying these models in …",11,"https://scholar.google.com/scholar?cites=6017559331727959216&as_sdt=2005&sciodt=0,5&hl=ko",3,"https://scholar.google.com/scholar?cluster=6017559331727959216&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:sGR7blSqglMJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",160,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=160
162,8waLEVLHjisJ,Robo-Dopamine: General Process Reward Modeling for High-Precision Robotic Manipulation,https://arxiv.org/abs/2512.23703,https://arxiv.org/pdf/2512.23703,"H Tan, S Chen, Y Xu, Z Wang, Y Ji, C Chi, Y Lyu… - arXiv preprint arXiv …, 2025 - arxiv.org",2025,The primary obstacle for applying reinforcement learning (RL) to real-world robotics is the design of effective reward functions. While recently learning-based Process Reward Models …,7,"https://scholar.google.com/scholar?cites=3138665145619384051&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=3138665145619384051&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:8waLEVLHjisJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",160,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=160
163,1HHzCpiYOycJ,TwinBrainVLA: Unleashing the Potential of Generalist VLMs for Embodied Tasks via Asymmetric Mixture-of-Transformers,https://arxiv.org/abs/2601.14133,https://arxiv.org/pdf/2601.14133,"B Yu, S Lian, X Lin, Y Wei, Z Shen, C Wu… - arXiv preprint arXiv …, 2026 - arxiv.org",2026,"Standard Vision-Language-Action (VLA) models typically fine-tune a monolithic Vision- Language Model (VLM) backbone explicitly for robotic control. However, this approach …",4,"https://scholar.google.com/scholar?cites=2827020969891295700&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=2827020969891295700&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:1HHzCpiYOycJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",160,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=160
164,Isch41iZa-QJ,Uni-Skill: Building Self-Evolving Skill Repository for Generalizable Robotic Manipulation,https://arxiv.org/abs/2603.02623,https://arxiv.org/pdf/2603.02623,"S Xie, Y Zhang, R Wang, X Chen - arXiv preprint arXiv:2603.02623, 2026 - arxiv.org",2026,"While skill-centric approaches leverage foundation models to enhance generalization in compositional tasks, they often rely on fixed skill libraries, limiting adaptability to new tasks …",2,"https://scholar.google.com/scholar?cites=16459417870202423074&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=16459417870202423074&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:Isch41iZa-QJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",160,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=160
165,Mx_ShOq0TFQJ,"HiF-VLA: Hindsight, Insight and Foresight through Motion Representation for Vision-Language-Action Models",https://arxiv.org/abs/2512.09928,https://arxiv.org/pdf/2512.09928,"M Lin, P Ding, S Wang, Z Zhuang, Y Liu, X Tong… - arXiv preprint arXiv …, 2025 - arxiv.org",2025,"Vision-Language-Action (VLA) models have recently enabled robotic manipulation by grounding visual and linguistic cues into actions. However, most VLAs assume the Markov …",12,"https://scholar.google.com/scholar?cites=6074428916759666483&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=6074428916759666483&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:Mx_ShOq0TFQJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",160,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=160
166,iM4zMqHz0HEJ,RoboScape-R: Unified Reward-Observation World Models for Generalizable Robotics Training via RL,https://arxiv.org/abs/2512.03556,https://arxiv.org/pdf/2512.03556,"Y Tang, Y Shang, Y Chen, B Wei, X Zhang, S Yu… - arXiv preprint arXiv …, 2025 - arxiv.org",2025,"Achieving generalizable embodied policies remains a key challenge. Traditional policy learning paradigms, including both Imitation Learning (IL) and Reinforcement Learning (RL) …",2,"https://scholar.google.com/scholar?cites=8201322795099213448&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=8201322795099213448&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:iM4zMqHz0HEJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",160,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=160
167,3nvQOejQm6oJ,RoboStereo: Dual-Tower 4D Embodied World Models for Unified Policy Optimization,https://arxiv.org/abs/2603.12639,https://arxiv.org/pdf/2603.12639,"R Zhang, G Chen, Z Xu, Z Liu, Z Zhong… - arXiv preprint arXiv …, 2026 - arxiv.org",2026,Scalable Embodied AI faces fundamental constraints due to prohibitive costs and safety risks of real-world interaction. While Embodied World Models (EWMs) offer promise through …,1,"https://scholar.google.com/scholar?cites=12293649303658855390&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=12293649303658855390&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:3nvQOejQm6oJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",160,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=160
168,nH6L6US3_uEJ,TAG: Target-Agnostic Guidance for Stable Object-Centric Inference in Vision-Language-Action Models,https://arxiv.org/abs/2603.24584,https://arxiv.org/pdf/2603.24584,"J Zhou, Z Zhan, R Zhai, Q Lyu, H Liu, K Wang… - arXiv preprint arXiv …, 2026 - arxiv.org",2026,"Vision--Language--Action (VLA) policies have shown strong progress in mapping language instructions and visual observations to robotic actions, yet their reliability degrades in …",1,"https://scholar.google.com/scholar?cites=16284654809222184604&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=16284654809222184604&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:nH6L6US3_uEJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",160,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=160
169,8VnfQK2J4yUJ,Token Expand-Merge: Training-Free Token Compression for Vision-Language-Action Models,https://arxiv.org/abs/2512.09927,https://arxiv.org/pdf/2512.09927,"Y Ye, J Ma, J Cen, Z Lu - arXiv preprint arXiv:2512.09927, 2025 - arxiv.org",2025,"Vision-Language-Action (VLA) models pretrained on large-scale multimodal datasets have emerged as powerful foundations for robotic perception and control. However, their massive …",3,"https://scholar.google.com/scholar?cites=2730177176327379441&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=2730177176327379441&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:8VnfQK2J4yUJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",160,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=160
170,VGsQ1yPUTQwJ,VLA^ 2: Empowering Vision-Language-Action Models with an Agentic Framework for Unseen Concept Manipulation,https://arxiv.org/abs/2510.14902,https://arxiv.org/pdf/2510.14902,"H Zhao, J Zhang, W Song, P Ding, D Wang - arXiv preprint arXiv …, 2025 - arxiv.org",2025,"Current vision-language-action (VLA) models, pre-trained on large-scale robotic data, exhibit strong multi-task capabilities and generalize well to variations in visual and language …",3,"https://scholar.google.com/scholar?cites=886597952058977108&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=886597952058977108&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:VGsQ1yPUTQwJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",160,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=160
171,gtUUn5Q6gvcJ,LiLo-VLA: Compositional Long-Horizon Manipulation via Linked Object-Centric Policies,https://arxiv.org/abs/2602.21531,https://arxiv.org/pdf/2602.21531,"Y Yang, S Cheng, Y Fang, H Bharadhwaj… - arXiv preprint arXiv …, 2026 - arxiv.org",2026,"General-purpose robots must master long-horizon manipulation, defined as tasks involving multiple kinematic structure changes (eg, attaching or detaching objects) in unstructured …",1,"https://scholar.google.com/scholar?cites=17834881884339099010&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=17834881884339099010&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:gtUUn5Q6gvcJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",170,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=170
172,vgR7m7JQUxgJ,EVOLVE-VLA: Test-Time Training from Environment Feedback for Vision-Language-Action Models,https://arxiv.org/abs/2512.14666,https://arxiv.org/pdf/2512.14666,"Z Bai, C Gao, MZ Shou - arXiv preprint arXiv:2512.14666, 2025 - arxiv.org",2025,"Achieving truly adaptive embodied intelligence requires agents that learn not just by imitating static demonstrations, but by continuously improving through environmental …",5,"https://scholar.google.com/scholar?cites=1752833408020186302&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=1752833408020186302&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:vgR7m7JQUxgJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",170,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=170
173,Qd2mB30r5LEJ,VGAS: Value-Guided Action-Chunk Selection for Few-Shot Vision-Language-Action Adaptation,https://arxiv.org/abs/2602.07399,https://arxiv.org/pdf/2602.07399,"C Xu, J Lu, J Xuan, E Yu - arXiv preprint arXiv:2602.07399, 2026 - arxiv.org",2026,"Vision--Language--Action (VLA) models bridge multimodal reasoning with physical control, but adapting them to new tasks with scarce demonstrations remains unreliable. While fine …",1,"https://scholar.google.com/scholar?cites=12818418255402556737&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=12818418255402556737&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:Qd2mB30r5LEJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",170,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=170
174,uCM0mgHk_jMJ,Fast-dVLA: Accelerating Discrete Diffusion VLA to Real-Time Performance,https://arxiv.org/abs/2603.25661,https://arxiv.org/pdf/2603.25661,"W Song, J Chen, S Chen, J Wang, P Ding… - arXiv preprint arXiv …, 2026 - arxiv.org",2026,This paper proposes a novel approach to address the challenge that pretrained VLA models often fail to effectively improve performance and reduce adaptation costs during standard …,1,"https://scholar.google.com/scholar?cites=3746682635552039864&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=3746682635552039864&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:uCM0mgHk_jMJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",170,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=170
175,hCwcCcKp3DgJ,DiG-Flow: Discrepancy-Guided Flow Matching for Robust VLA Models,https://arxiv.org/abs/2512.01715,https://arxiv.org/pdf/2512.01715,"W Zhang, Y Wang, H Luo, H Yuan, Y Feng… - arXiv preprint arXiv …, 2025 - arxiv.org",2025,"Vision-Language-Action (VLA) models trained with flow matching have demonstrated impressive capabilities on robotic manipulation tasks. However, their performance often …",3,"https://scholar.google.com/scholar?cites=4097336411841899652&as_sdt=2005&sciodt=0,5&hl=ko",3,"https://scholar.google.com/scholar?cluster=4097336411841899652&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:hCwcCcKp3DgJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",170,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=170
176,scwFoXa4VwUJ,Open-Source Multimodal Moxin Models with Moxin-VLM and Moxin-VLA,https://arxiv.org/abs/2512.22208,https://arxiv.org/pdf/2512.22208,"P Zhao, A Akbari, X Shen, Z Kong, Y Shen… - arXiv preprint arXiv …, 2025 - arxiv.org",2025,"Recently, Large Language Models (LLMs) have undergone a significant transformation, marked by a rapid rise in both their popularity and capabilities. Leading this evolution are …",1,"https://scholar.google.com/scholar?cites=384979112810630321&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=384979112810630321&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:scwFoXa4VwUJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",170,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=170
177,EWET8QRjboMJ,GP3: A 3D Geometry-Aware Policy with Multi-View Images for Robotic Manipulation,https://arxiv.org/abs/2509.15733,https://arxiv.org/pdf/2509.15733,"Q Qian, G Zhao, G Zhang, J Wang, R Xu, J Gao… - arXiv preprint arXiv …, 2025 - arxiv.org",2025,"Effective robotic manipulation relies on a precise understanding of 3D scene geometry, and one of the most straightforward ways to acquire such geometry is through multi-view …",5,"https://scholar.google.com/scholar?cites=9470615939282329873&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=9470615939282329873&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:EWET8QRjboMJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",170,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=170
178,cqK-GzxJsc0J,PosA-VLA: Enhancing Action Generation via Pose-Conditioned Anchor Attention,https://arxiv.org/abs/2512.03724,https://arxiv.org/pdf/2512.03724,"Z Li, X Wang, H Zhang, R Chen, R Lin, X He… - arXiv preprint arXiv …, 2025 - arxiv.org",2025,"The Vision-Language-Action (VLA) models have demonstrated remarkable performance on embodied tasks and shown promising potential for real-world applications. However, current …",2,"https://scholar.google.com/scholar?cites=14821708371165356658&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=14821708371165356658&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:cqK-GzxJsc0J:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",170,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=170
179,NvwRo0HBERIJ,[HTML] Multimodal fusion with vision-language-action models for robotic manipulation: A systematic review,https://www.sciencedirect.com/science/article/pii/S1566253525011248,https://www.sciencedirect.com/science/article/pii/S1566253525011248,"MU Din, W Akram, LS Saoud, J Rosell, I Hussain - Information Fusion, 2025 - Elsevier",2025,"Abstract Vision Language Action (VLA) models represent a new frontier in robotics by unifying perception, reasoning, and control within a single multimodal learning framework …",7,"https://scholar.google.com/scholar?cites=1302034254939683894&as_sdt=2005&sciodt=0,5&hl=ko",4,"https://scholar.google.com/scholar?cluster=1302034254939683894&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:NvwRo0HBERIJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",170,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=170
180,t5NLkCcretIJ,IA-VLA: Input Augmentation for Vision-Language-Action models in settings with semantically complex tasks,https://arxiv.org/abs/2509.24768,https://arxiv.org/pdf/2509.24768,"E Hannus, M Malin, TN Le, V Kyrki - arXiv preprint arXiv:2509.24768, 2025 - arxiv.org",2025,"Vision-language-action models (VLAs) have become an increasingly popular approach for addressing robot manipulation problems in recent years. However, such models need to …",2,"https://scholar.google.com/scholar?cites=15166482144048157623&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=15166482144048157623&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:t5NLkCcretIJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",170,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=170
